# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-05-02
#
# GRDC-No.:              6335031
# River:                 RUHR
# Station:               VILLIGST
# Country:               DE
# Latitude (DD):       51.435987
# Longitude (DD):      7.581097
# Catchment area (km²):      1988.0
# Altitude (m ASL):        105.83
# Next downstream station:      6335030
# Remarks:               
# Owner of original data: Germany - Federal Institute of Hydrology (BfG), please note that values not always have yearbook quality
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1950-10 - 2021-10
# No. of years:          72
# Last update:           2023-08-04
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 25935
# DATA
YYYY-MM-DD;hh:mm; Value
1990-06-18;--:--;      9.400
1990-06-19;--:--;      9.100
1990-06-20;--:--;     12.030
1990-06-21;--:--;     10.870
1990-06-22;--:--;      9.540
1990-06-23;--:--;      8.920
1990-06-24;--:--;     10.360
1990-06-25;--:--;     10.600
1990-06-26;--:--;      9.400
1990-06-27;--:--;     12.270
1990-06-28;--:--;     17.550
1990-06-29;--:--;     11.170
1990-06-30;--:--;     19.260
1990-07-01;--:--;     15.690
1990-07-02;--:--;     10.720
1990-07-03;--:--;      9.350
1990-07-04;--:--;      8.690
1990-07-05;--:--;     11.470
1990-07-06;--:--;     15.260
1990-07-07;--:--;      8.960
1990-07-08;--:--;      8.350
1990-07-09;--:--;      7.890
1990-07-10;--:--;     12.760
1990-07-11;--:--;     14.040
1990-07-12;--:--;     10.020
1990-07-13;--:--;      9.970
1990-07-14;--:--;      9.820
1990-07-15;--:--;     10.100
1990-07-16;--:--;      9.530
1990-07-17;--:--;      9.170
1990-07-18;--:--;      8.870
1990-07-19;--:--;      9.920
1990-07-20;--:--;     10.230
1990-07-21;--:--;      9.970
1990-07-22;--:--;      9.950
1990-07-23;--:--;      9.830
1990-07-24;--:--;     10.270
1990-07-25;--:--;     10.910
1990-07-26;--:--;     10.760
1990-07-27;--:--;      9.550
1990-07-28;--:--;     10.300
1990-07-29;--:--;     10.520
1990-07-30;--:--;     10.170
1990-07-31;--:--;      9.670
1990-08-01;--:--;      8.300
1990-08-02;--:--;      8.600
1990-08-03;--:--;      8.600
1990-08-04;--:--;      9.560
1990-08-05;--:--;      9.480
1990-08-06;--:--;      9.840
1990-08-07;--:--;     11.250
1990-08-08;--:--;     10.830
1990-08-09;--:--;      9.940
1990-08-10;--:--;      9.720
1990-08-11;--:--;      9.850
1990-08-12;--:--;      9.770
1990-08-13;--:--;     10.070
1990-08-14;--:--;      9.540
1990-08-15;--:--;     11.460
1990-08-16;--:--;     12.480
1990-08-17;--:--;     10.150
1990-08-18;--:--;     10.750
1990-08-19;--:--;      9.530
1990-08-20;--:--;     12.510
1990-08-21;--:--;     12.590
1990-08-22;--:--;      9.380
1990-08-23;--:--;      9.100
1990-08-24;--:--;      9.420
1990-08-25;--:--;     10.270
1990-08-26;--:--;      9.770
1990-08-27;--:--;      9.550
1990-08-28;--:--;     10.890
1990-08-29;--:--;     12.050
1990-08-30;--:--;     10.720
1990-08-31;--:--;     20.810
1990-09-01;--:--;     21.110
1990-09-02;--:--;     15.210
1990-09-03;--:--;     16.520
1990-09-04;--:--;     11.030
1990-09-05;--:--;      9.450
1990-09-06;--:--;      9.170
1990-09-07;--:--;      8.840
1990-09-08;--:--;      8.360
1990-09-09;--:--;      8.820
1990-09-10;--:--;     13.820
1990-09-11;--:--;     16.510
1990-09-12;--:--;     11.100
1990-09-13;--:--;      9.610
1990-09-14;--:--;      9.710
1990-09-15;--:--;      9.180
1990-09-16;--:--;     10.190
1990-09-17;--:--;      9.840
1990-09-18;--:--;     10.560
1990-09-19;--:--;     10.700
1990-09-20;--:--;     10.630
1990-09-21;--:--;     13.160
1990-09-22;--:--;     12.190
1990-09-23;--:--;     11.710
1990-09-24;--:--;     13.590
1990-09-25;--:--;     11.640
1990-09-26;--:--;     10.390
1990-09-27;--:--;      9.250
1990-09-28;--:--;      8.760
1990-09-29;--:--;      9.320
1990-09-30;--:--;     10.500
1990-10-01;--:--;     14.200
1990-10-02;--:--;     12.120
1990-10-03;--:--;     10.270
1990-10-04;--:--;     15.990
1990-10-05;--:--;     10.830
1990-10-06;--:--;      9.180
1990-10-07;--:--;      8.830
1990-10-08;--:--;      9.410
1990-10-09;--:--;      9.140
1990-10-10;--:--;      9.460
1990-10-11;--:--;      8.660
1990-10-12;--:--;      8.860
1990-10-13;--:--;      9.410
1990-10-14;--:--;      9.780
1990-10-15;--:--;      8.920
1990-10-16;--:--;      8.980
1990-10-17;--:--;      9.430
1990-10-18;--:--;      9.400
1990-10-19;--:--;      9.570
1990-10-20;--:--;      9.460
1990-10-21;--:--;      9.650
1990-10-22;--:--;      9.010
1990-10-23;--:--;     10.030
1990-10-24;--:--;     10.430
1990-10-25;--:--;     10.850
1990-10-26;--:--;     11.030
1990-10-27;--:--;     10.870
1990-10-28;--:--;     11.970
1990-10-29;--:--;     17.900
1990-10-30;--:--;     15.900
1990-10-31;--:--;     10.020
1990-11-01;--:--;     15.330
1990-11-02;--:--;     22.430
1990-11-03;--:--;     17.830
1990-11-04;--:--;     21.530
1990-11-05;--:--;     20.400
1990-11-06;--:--;     16.780
1990-11-07;--:--;     15.190
1990-11-08;--:--;     15.330
1990-11-09;--:--;     13.420
1990-11-10;--:--;     12.440
1990-11-11;--:--;     15.020
1990-11-12;--:--;     14.010
1990-11-13;--:--;     10.440
1990-11-14;--:--;     11.920
1990-11-15;--:--;     20.690
1990-11-16;--:--;     21.850
1990-11-17;--:--;     26.530
1990-11-18;--:--;     54.130
1990-11-19;--:--;     56.310
1990-11-20;--:--;     51.200
1990-11-21;--:--;     45.420
1990-11-22;--:--;     37.370
1990-11-23;--:--;     33.650
1990-11-24;--:--;     30.150
1990-11-25;--:--;     26.770
1990-11-26;--:--;     25.200
1990-11-27;--:--;     22.120
1990-11-28;--:--;     19.820
1990-11-29;--:--;     19.990
1990-11-30;--:--;     21.780
1990-12-01;--:--;     17.820
1990-12-02;--:--;     20.530
1990-12-03;--:--;     22.160
1990-12-04;--:--;     22.000
1990-12-05;--:--;     25.050
1990-12-06;--:--;     24.440
1990-12-07;--:--;     23.640
1990-12-08;--:--;     23.020
1990-12-09;--:--;     19.540
1990-12-10;--:--;     18.350
1990-12-11;--:--;     17.370
1990-12-12;--:--;     21.470
1990-12-13;--:--;     38.790
1990-12-14;--:--;     31.930
1990-12-15;--:--;     26.300
1990-12-16;--:--;     22.010
1990-12-17;--:--;     19.710
1990-12-18;--:--;     17.460
1990-12-19;--:--;     18.000
1990-12-20;--:--;     17.620
1990-12-21;--:--;     24.960
1990-12-22;--:--;     23.840
1990-12-23;--:--;     27.530
1990-12-24;--:--;     33.760
1990-12-25;--:--;     38.300
1990-12-26;--:--;     40.990
1990-12-27;--:--;     64.030
1990-12-28;--:--;     73.530
1990-12-29;--:--;     88.220
1990-12-30;--:--;    168.330
1990-12-31;--:--;    132.550
1991-01-01;--:--;     98.600
1991-01-02;--:--;     80.740
1991-01-03;--:--;     91.910
1991-01-04;--:--;    109.880
1991-01-05;--:--;    104.150
1991-01-06;--:--;    102.450
1991-01-07;--:--;     82.600
1991-01-08;--:--;     71.960
1991-01-09;--:--;     65.650
1991-01-10;--:--;     69.810
1991-01-11;--:--;     80.480
1991-01-12;--:--;     79.630
1991-01-13;--:--;     72.320
1991-01-14;--:--;     61.330
1991-01-15;--:--;     54.700
1991-01-16;--:--;     48.510
1991-01-17;--:--;     44.670
1991-01-18;--:--;     38.980
1991-01-19;--:--;     35.530
1991-01-20;--:--;     32.670
1991-01-21;--:--;     32.010
1991-01-22;--:--;     32.340
1991-01-23;--:--;     28.410
1991-01-24;--:--;     27.380
1991-01-25;--:--;     22.710
1991-01-26;--:--;     22.680
1991-01-27;--:--;     21.790
1991-01-28;--:--;     20.590
1991-01-29;--:--;     17.100
1991-01-30;--:--;     15.850
1991-01-31;--:--;     14.180
1991-02-01;--:--;     13.660
1991-02-02;--:--;     13.140
1991-02-03;--:--;     12.550
1991-02-04;--:--;     12.010
1991-02-05;--:--;     12.460
1991-02-06;--:--;     12.630
1991-02-07;--:--;     10.420
1991-02-08;--:--;     13.080
1991-02-09;--:--;     14.130
1991-02-10;--:--;     13.210
1991-02-11;--:--;     13.800
1991-02-12;--:--;     14.400
1991-02-13;--:--;     13.490
1991-02-14;--:--;     13.700
1991-02-15;--:--;     13.210
1991-02-16;--:--;     14.100
1991-02-17;--:--;     12.630
1991-02-18;--:--;     12.870
1991-02-19;--:--;     12.920
1991-02-20;--:--;     15.020
1991-02-21;--:--;     15.270
1991-02-22;--:--;     18.150
1991-02-23;--:--;     21.000
1991-02-24;--:--;     32.400
1991-02-25;--:--;     28.400
1991-02-26;--:--;     21.550
1991-02-27;--:--;     19.840
1991-02-28;--:--;     17.010
1991-03-01;--:--;     15.380
1991-03-02;--:--;     14.620
1991-03-03;--:--;     11.550
1991-03-04;--:--;     11.700
1991-03-05;--:--;     11.720
1991-03-06;--:--;     13.250
1991-03-07;--:--;     12.360
1991-03-08;--:--;     12.940
1991-03-09;--:--;     12.030
1991-03-10;--:--;     11.310
1991-03-11;--:--;     10.190
1991-03-12;--:--;     10.330
1991-03-13;--:--;      9.470
1991-03-14;--:--;      9.190
1991-03-15;--:--;      9.620
1991-03-16;--:--;      9.860
1991-03-17;--:--;      9.210
1991-03-18;--:--;      8.680
1991-03-19;--:--;      9.530
1991-03-20;--:--;     12.580
1991-03-21;--:--;     18.770
1991-03-22;--:--;     52.600
1991-03-23;--:--;     44.480
1991-03-24;--:--;     37.980
1991-03-25;--:--;     37.010
1991-03-26;--:--;     31.020
1991-03-27;--:--;     23.090
1991-03-28;--:--;     23.110
1991-03-29;--:--;     20.830
1991-03-30;--:--;     19.640
1991-03-31;--:--;     17.000
1991-04-01;--:--;     16.320
1991-04-02;--:--;     14.880
1991-04-03;--:--;     13.820
1991-04-04;--:--;     12.500
1991-04-05;--:--;     11.840
1991-04-06;--:--;     10.920
1991-04-07;--:--;     10.760
1991-04-08;--:--;     10.760
1991-04-09;--:--;     10.120
1991-04-10;--:--;      8.240
1991-04-11;--:--;      9.650
1991-04-12;--:--;      9.360
1991-04-13;--:--;      9.950
1991-04-14;--:--;      8.790
1991-04-15;--:--;      9.760
1991-04-16;--:--;      9.790
1991-04-17;--:--;      9.890
1991-04-18;--:--;     10.340
1991-04-19;--:--;      9.910
1991-04-20;--:--;      9.580
1991-04-21;--:--;      9.130
1991-04-22;--:--;      9.690
1991-04-23;--:--;     10.400
1991-04-24;--:--;      9.140
1991-04-25;--:--;      8.440
1991-04-26;--:--;      8.640
1991-04-27;--:--;      8.180
1991-04-28;--:--;      7.810
1991-04-29;--:--;      7.920
1991-04-30;--:--;      8.970
1991-05-01;--:--;     10.100
1991-05-02;--:--;     11.650
1991-05-03;--:--;     10.770
1991-05-04;--:--;     13.820
1991-05-05;--:--;     10.670
1991-05-06;--:--;      8.290
1991-05-07;--:--;     10.030
1991-05-08;--:--;      9.210
1991-05-09;--:--;      9.190
1991-05-10;--:--;      9.010
1991-05-11;--:--;      8.750
1991-05-12;--:--;      8.440
1991-05-13;--:--;      8.450
1991-05-14;--:--;     12.050
1991-05-15;--:--;     14.190
1991-05-16;--:--;     16.710
1991-05-17;--:--;     11.320
1991-05-18;--:--;      9.350
1991-05-19;--:--;      9.370
1991-05-20;--:--;      9.330
1991-05-21;--:--;      9.230
1991-05-22;--:--;      9.940
1991-05-23;--:--;      9.430
1991-05-24;--:--;      8.840
1991-05-25;--:--;      8.760
1991-05-26;--:--;     10.810
1991-05-27;--:--;      9.110
1991-05-28;--:--;      8.860
1991-05-29;--:--;      8.680
1991-05-30;--:--;      8.410
1991-05-31;--:--;      8.050
1991-06-01;--:--;      8.800
1991-06-02;--:--;      9.620
1991-06-03;--:--;      9.810
1991-06-04;--:--;     11.200
1991-06-05;--:--;     10.240
1991-06-06;--:--;      9.830
1991-06-07;--:--;     10.560
1991-06-08;--:--;     10.120
1991-06-09;--:--;      9.720
1991-06-10;--:--;     14.830
1991-06-11;--:--;     14.330
1991-06-12;--:--;     10.620
1991-06-13;--:--;      9.660
1991-06-14;--:--;      8.140
1991-06-15;--:--;      8.430
1991-06-16;--:--;      8.570
1991-06-17;--:--;      8.080
1991-06-18;--:--;     10.710
1991-06-19;--:--;     12.140
1991-06-20;--:--;     10.840
1991-06-21;--:--;     10.320
1991-06-22;--:--;      9.210
1991-06-23;--:--;     10.120
1991-06-24;--:--;      8.620
1991-06-25;--:--;      9.250
1991-06-26;--:--;      8.920
1991-06-27;--:--;     11.880
1991-06-28;--:--;     18.840
1991-06-29;--:--;     13.740
1991-06-30;--:--;     11.660
1991-07-01;--:--;     12.310
1991-07-02;--:--;     21.190
1991-07-03;--:--;     13.390
1991-07-04;--:--;     11.110
1991-07-05;--:--;     10.210
1991-07-06;--:--;      9.920
1991-07-07;--:--;      9.320
1991-07-08;--:--;      9.110
1991-07-09;--:--;      9.670
1991-07-10;--:--;      9.570
1991-07-11;--:--;      9.680
1991-07-12;--:--;      8.930
1991-07-13;--:--;     10.230
1991-07-14;--:--;     16.920
1991-07-15;--:--;     10.120
1991-07-16;--:--;      9.000
1991-07-17;--:--;      8.990
1991-07-18;--:--;     10.620
1991-07-19;--:--;     10.630
1991-07-20;--:--;      9.720
1991-07-21;--:--;     10.980
1991-07-22;--:--;     10.400
1991-07-23;--:--;      8.780
1991-07-24;--:--;     13.040
1991-07-25;--:--;     11.680
1991-07-26;--:--;     12.910
1991-07-27;--:--;     10.390
1991-07-28;--:--;      9.350
1991-07-29;--:--;      8.740
1991-07-30;--:--;      9.320
1991-07-31;--:--;      8.940
1991-08-01;--:--;      9.150
1991-08-02;--:--;      9.480
1991-08-03;--:--;      9.500
1991-08-04;--:--;      9.590
1991-08-05;--:--;      9.720
1991-08-06;--:--;      9.890
1991-08-07;--:--;      9.440
1991-08-08;--:--;     29.530
1991-08-09;--:--;     15.900
1991-08-10;--:--;     11.040
1991-08-11;--:--;     10.070
1991-08-12;--:--;     10.510
1991-08-13;--:--;      8.700
1991-08-14;--:--;      9.130
1991-08-15;--:--;      8.880
1991-08-16;--:--;      9.220
1991-08-17;--:--;     12.000
1991-08-18;--:--;     12.950
1991-08-19;--:--;     12.550
1991-08-20;--:--;     10.510
1991-08-21;--:--;     10.850
1991-08-22;--:--;     11.240
1991-08-23;--:--;      9.970
1991-08-24;--:--;      9.460
1991-08-25;--:--;      9.570
1991-08-26;--:--;      9.920
1991-08-27;--:--;     10.320
1991-08-28;--:--;      9.870
1991-08-29;--:--;     10.750
1991-08-30;--:--;     10.020
1991-08-31;--:--;      9.590
1991-09-01;--:--;     10.240
1991-09-02;--:--;      9.420
1991-09-03;--:--;      9.730
1991-09-04;--:--;      9.260
1991-09-05;--:--;      9.590
1991-09-06;--:--;      9.130
1991-09-07;--:--;     10.020
1991-09-08;--:--;     10.060
1991-09-09;--:--;     10.300
1991-09-10;--:--;     10.070
1991-09-11;--:--;      9.590
1991-09-12;--:--;      9.060
1991-09-13;--:--;      8.280
1991-09-14;--:--;      8.800
1991-09-15;--:--;      9.440
1991-09-16;--:--;     10.490
1991-09-17;--:--;     16.150
1991-09-18;--:--;     11.050
1991-09-19;--:--;     10.050
1991-09-20;--:--;      9.460
1991-09-21;--:--;      9.500
1991-09-22;--:--;      9.980
1991-09-23;--:--;     10.280
1991-09-24;--:--;      9.960
1991-09-25;--:--;     11.050
1991-09-26;--:--;     16.920
1991-09-27;--:--;     10.700
1991-09-28;--:--;      7.960
1991-09-29;--:--;      7.420
1991-09-30;--:--;      7.980
1991-10-01;--:--;     11.000
1991-10-02;--:--;     10.930
1991-10-03;--:--;     10.010
1991-10-04;--:--;      9.640
1991-10-05;--:--;      9.660
1991-10-06;--:--;     12.600
1991-10-07;--:--;     12.680
1991-10-08;--:--;     10.360
1991-10-09;--:--;      9.070
1991-10-10;--:--;     11.000
1991-10-11;--:--;     10.860
1991-10-12;--:--;      9.770
1991-10-13;--:--;     12.660
1991-10-14;--:--;     11.320
1991-10-15;--:--;     10.360
1991-10-16;--:--;      9.190
1991-10-17;--:--;     10.710
1991-10-18;--:--;     11.710
1991-10-19;--:--;     10.340
1991-10-20;--:--;      9.830
1991-10-21;--:--;      8.390
1991-10-22;--:--;      8.780
1991-10-23;--:--;     10.750
1991-10-24;--:--;     10.520
1991-10-25;--:--;      9.300
1991-10-26;--:--;      9.250
1991-10-27;--:--;      8.700
1991-10-28;--:--;      8.680
1991-10-29;--:--;      9.430
1991-10-30;--:--;      9.220
1991-10-31;--:--;      9.340
1991-11-01;--:--;      9.270
1991-11-02;--:--;     10.570
1991-11-03;--:--;     12.180
1991-11-04;--:--;     19.590
1991-11-05;--:--;     22.210
1991-11-06;--:--;     19.840
1991-11-07;--:--;     29.050
1991-11-08;--:--;     72.100
1991-11-09;--:--;     96.840
1991-11-10;--:--;     66.880
1991-11-11;--:--;     51.450
1991-11-12;--:--;     53.200
1991-11-13;--:--;     51.600
1991-11-14;--:--;     45.160
1991-11-15;--:--;     38.770
1991-11-16;--:--;     32.970
1991-11-17;--:--;     28.070
1991-11-18;--:--;     23.020
1991-11-19;--:--;     20.670
1991-11-20;--:--;     24.550
1991-11-21;--:--;     22.100
1991-11-22;--:--;     18.820
1991-11-23;--:--;     17.540
1991-11-24;--:--;     16.300
1991-11-25;--:--;     15.770
1991-11-26;--:--;     14.220
1991-11-27;--:--;     13.200
1991-11-28;--:--;     11.490
1991-11-29;--:--;     10.090
1991-11-30;--:--;     10.230
1991-12-01;--:--;      9.030
1991-12-02;--:--;     10.290
1991-12-03;--:--;      8.940
1991-12-04;--:--;      9.560
1991-12-05;--:--;      9.280
1991-12-06;--:--;      9.250
1991-12-07;--:--;      8.750
1991-12-08;--:--;     10.140
1991-12-09;--:--;      9.440
1991-12-10;--:--;      8.370
1991-12-11;--:--;      8.940
1991-12-12;--:--;      8.960
1991-12-13;--:--;      9.210
1991-12-14;--:--;      9.640
1991-12-15;--:--;      9.760
1991-12-16;--:--;      9.760
1991-12-17;--:--;     10.280
1991-12-18;--:--;     18.330
1991-12-19;--:--;     32.570
1991-12-20;--:--;     98.400
1991-12-21;--:--;     80.250
1991-12-22;--:--;    162.940
1991-12-23;--:--;    219.120
1991-12-24;--:--;    146.520
1991-12-25;--:--;     97.410
1991-12-26;--:--;     75.970
1991-12-27;--:--;     75.980
1991-12-28;--:--;     73.290
1991-12-29;--:--;     61.940
1991-12-30;--:--;     50.190
1991-12-31;--:--;     42.310
1992-01-01;--:--;     35.970
1992-01-02;--:--;     30.730
1992-01-03;--:--;     28.860
1992-01-04;--:--;     27.220
1992-01-05;--:--;     29.770
1992-01-06;--:--;     39.360
1992-01-07;--:--;     43.430
1992-01-08;--:--;     43.610
1992-01-09;--:--;     43.730
1992-01-10;--:--;     39.480
1992-01-11;--:--;     33.480
1992-01-12;--:--;     30.650
1992-01-13;--:--;     28.570
1992-01-14;--:--;     26.870
1992-01-15;--:--;     24.350
1992-01-16;--:--;     20.910
1992-01-17;--:--;     20.300
1992-01-18;--:--;     18.520
1992-01-19;--:--;     18.540
1992-01-20;--:--;     32.740
1992-01-21;--:--;     28.330
1992-01-22;--:--;     26.340
1992-01-23;--:--;     24.920
1992-01-24;--:--;     23.450
1992-01-25;--:--;     21.470
1992-01-26;--:--;     19.200
1992-01-27;--:--;     18.180
1992-01-28;--:--;     17.320
1992-01-29;--:--;     17.750
1992-01-30;--:--;     13.290
1992-01-31;--:--;     11.810
1992-02-01;--:--;     11.030
1992-02-02;--:--;      9.860
1992-02-03;--:--;     10.530
1992-02-04;--:--;     11.710
1992-02-05;--:--;     12.590
1992-02-06;--:--;     20.070
1992-02-07;--:--;     16.180
1992-02-08;--:--;     14.390
1992-02-09;--:--;     14.590
1992-02-10;--:--;     17.600
1992-02-11;--:--;     22.430
1992-02-12;--:--;     22.740
1992-02-13;--:--;     25.020
1992-02-14;--:--;     25.580
1992-02-15;--:--;     27.470
1992-02-16;--:--;     30.570
1992-02-17;--:--;     30.910
1992-02-18;--:--;     28.210
1992-02-19;--:--;     25.850
1992-02-20;--:--;     24.620
1992-02-21;--:--;     23.730
1992-02-22;--:--;     23.260
1992-02-23;--:--;     23.870
1992-02-24;--:--;     27.420
1992-02-25;--:--;     28.990
1992-02-26;--:--;     28.610
1992-02-27;--:--;     26.650
1992-02-28;--:--;     24.030
1992-02-29;--:--;     23.710
1992-03-01;--:--;     22.830
1992-03-02;--:--;     22.070
1992-03-03;--:--;     20.360
1992-03-04;--:--;     19.100
1992-03-05;--:--;     17.410
1992-03-06;--:--;     18.900
1992-03-07;--:--;     17.080
1992-03-08;--:--;     15.060
1992-03-09;--:--;     13.720
1992-03-10;--:--;     12.360
1992-03-11;--:--;     16.210
1992-03-12;--:--;     22.480
1992-03-13;--:--;     79.020
1992-03-14;--:--;    121.240
1992-03-15;--:--;    101.890
1992-03-16;--:--;     82.070
1992-03-17;--:--;     70.030
1992-03-18;--:--;     63.350
1992-03-19;--:--;     60.740
1992-03-20;--:--;     58.180
1992-03-21;--:--;     60.300
1992-03-22;--:--;     72.530
1992-03-23;--:--;     89.220
1992-03-24;--:--;     86.310
1992-03-25;--:--;     75.880
1992-03-26;--:--;     68.800
1992-03-27;--:--;     62.040
1992-03-28;--:--;     58.930
1992-03-29;--:--;     54.350
1992-03-30;--:--;     52.140
1992-03-31;--:--;     48.670
1992-04-01;--:--;     43.190
1992-04-02;--:--;     41.210
1992-04-03;--:--;     38.370
1992-04-04;--:--;     34.380
1992-04-05;--:--;     32.020
1992-04-06;--:--;     30.700
1992-04-07;--:--;     27.410
1992-04-08;--:--;     25.970
1992-04-09;--:--;     23.430
1992-04-10;--:--;     21.560
1992-04-11;--:--;     18.280
1992-04-12;--:--;     17.310
1992-04-13;--:--;     19.040
1992-04-14;--:--;     18.330
1992-04-15;--:--;     18.160
1992-04-16;--:--;     20.980
1992-04-17;--:--;     19.470
1992-04-18;--:--;     19.270
1992-04-19;--:--;     22.460
1992-04-20;--:--;     21.950
1992-04-21;--:--;     22.240
1992-04-22;--:--;     20.870
1992-04-23;--:--;     21.030
1992-04-24;--:--;     19.830
1992-04-25;--:--;     19.410
1992-04-26;--:--;     19.040
1992-04-27;--:--;     25.850
1992-04-28;--:--;     24.500
1992-04-29;--:--;     28.040
1992-04-30;--:--;     26.070
1992-05-01;--:--;     25.960
1992-05-02;--:--;     25.610
1992-05-03;--:--;     24.150
1992-05-04;--:--;     22.630
1992-05-05;--:--;     17.580
1992-05-06;--:--;     17.090
1992-05-07;--:--;     15.210
1992-05-08;--:--;     17.070
1992-05-09;--:--;     17.730
1992-05-10;--:--;     19.020
1992-05-11;--:--;     17.720
1992-05-12;--:--;     17.670
1992-05-13;--:--;     17.110
1992-05-14;--:--;     15.300
1992-05-15;--:--;     13.640
1992-05-16;--:--;      9.880
1992-05-17;--:--;     10.700
1992-05-18;--:--;     11.130
1992-05-19;--:--;     11.110
1992-05-20;--:--;     11.030
1992-05-21;--:--;      9.140
1992-05-22;--:--;      9.500
1992-05-23;--:--;      9.780
1992-05-24;--:--;      9.470
1992-05-25;--:--;      9.330
1992-05-26;--:--;      8.960
1992-05-27;--:--;     10.370
1992-05-28;--:--;      9.790
1992-05-29;--:--;      9.540
1992-05-30;--:--;      9.840
1992-05-31;--:--;      9.650
1992-06-01;--:--;     10.980
1992-06-02;--:--;     10.380
1992-06-03;--:--;     15.610
1992-06-04;--:--;     25.400
1992-06-05;--:--;     26.220
1992-06-06;--:--;     31.040
1992-06-07;--:--;     41.370
1992-06-08;--:--;     29.640
1992-06-09;--:--;     26.790
1992-06-10;--:--;     21.960
1992-06-11;--:--;     18.060
1992-06-12;--:--;     17.720
1992-06-13;--:--;     16.160
1992-06-14;--:--;     14.050
1992-06-15;--:--;     13.110
1992-06-16;--:--;     11.980
1992-06-17;--:--;     11.980
1992-06-18;--:--;     12.080
1992-06-19;--:--;     13.900
1992-06-20;--:--;     16.840
1992-06-21;--:--;     12.480
1992-06-22;--:--;     11.070
1992-06-23;--:--;     10.380
1992-06-24;--:--;      9.770
1992-06-25;--:--;     10.010
1992-06-26;--:--;     10.100
1992-06-27;--:--;     10.500
1992-06-28;--:--;     10.300
1992-06-29;--:--;      9.900
1992-06-30;--:--;      9.580
1992-07-01;--:--;     10.110
1992-07-02;--:--;     11.180
1992-07-03;--:--;     10.960
1992-07-04;--:--;     13.370
1992-07-05;--:--;     14.960
1992-07-06;--:--;     17.530
1992-07-07;--:--;     16.790
1992-07-08;--:--;     13.410
1992-07-09;--:--;     10.890
1992-07-10;--:--;     16.570
1992-07-11;--:--;     18.130
1992-07-12;--:--;     14.790
1992-07-13;--:--;     14.770
1992-07-14;--:--;     16.350
1992-07-15;--:--;     14.450
1992-07-16;--:--;     11.130
1992-07-17;--:--;      9.830
1992-07-18;--:--;     11.380
1992-07-19;--:--;     10.750
1992-07-20;--:--;     12.930
1992-07-21;--:--;     13.910
1992-07-22;--:--;     14.180
1992-07-23;--:--;     11.710
1992-07-24;--:--;     12.240
1992-07-25;--:--;     24.650
1992-07-26;--:--;     15.070
1992-07-27;--:--;     15.760
1992-07-28;--:--;     11.620
1992-07-29;--:--;     10.020
1992-07-30;--:--;      9.310
1992-07-31;--:--;      9.690
1992-08-01;--:--;     10.250
1992-08-02;--:--;      8.880
1992-08-03;--:--;      9.590
1992-08-04;--:--;     10.060
1992-08-05;--:--;      9.830
1992-08-06;--:--;      9.580
1992-08-07;--:--;      9.680
1992-08-08;--:--;      9.680
1992-08-09;--:--;      9.090
1992-08-10;--:--;      9.310
1992-08-11;--:--;      9.870
1992-08-12;--:--;      9.830
1992-08-13;--:--;     12.590
1992-08-14;--:--;     16.400
1992-08-15;--:--;     12.970
1992-08-16;--:--;     10.860
1992-08-17;--:--;     13.560
1992-08-18;--:--;     11.340
1992-08-19;--:--;      9.890
1992-08-20;--:--;     12.470
1992-08-21;--:--;     12.820
1992-08-22;--:--;      9.980
1992-08-23;--:--;     11.580
1992-08-24;--:--;      9.900
1992-08-25;--:--;     14.180
1992-08-26;--:--;      9.840
1992-08-27;--:--;     10.070
1992-08-28;--:--;     10.330
1992-08-29;--:--;     28.930
1992-08-30;--:--;     14.650
1992-08-31;--:--;     11.790
1992-09-01;--:--;     13.760
1992-09-02;--:--;     11.460
1992-09-03;--:--;     12.170
1992-09-04;--:--;     12.800
1992-09-05;--:--;     14.180
1992-09-06;--:--;     13.790
1992-09-07;--:--;     12.190
1992-09-08;--:--;     10.930
1992-09-09;--:--;      9.070
1992-09-10;--:--;      9.240
1992-09-11;--:--;     11.290
1992-09-12;--:--;     12.040
1992-09-13;--:--;      9.890
1992-09-14;--:--;     10.700
1992-09-15;--:--;     10.810
1992-09-16;--:--;     10.170
1992-09-17;--:--;     10.500
1992-09-18;--:--;     10.260
1992-09-19;--:--;     13.560
1992-09-20;--:--;     12.100
1992-09-21;--:--;     10.750
1992-09-22;--:--;      9.270
1992-09-23;--:--;      8.750
1992-09-24;--:--;      9.440
1992-09-25;--:--;     10.250
1992-09-26;--:--;     10.210
1992-09-27;--:--;     10.110
1992-09-28;--:--;     10.080
1992-09-29;--:--;      9.680
1992-09-30;--:--;      9.910
1992-10-01;--:--;      9.660
1992-10-02;--:--;      9.990
1992-10-03;--:--;     10.640
1992-10-04;--:--;     10.820
1992-10-05;--:--;     10.600
1992-10-06;--:--;     16.000
1992-10-07;--:--;     14.190
1992-10-08;--:--;      9.800
1992-10-09;--:--;      9.320
1992-10-10;--:--;     10.210
