# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2024-05-02
#
# GRDC-No.:              6335031
# River:                 RUHR
# Station:               VILLIGST
# Country:               DE
# Latitude (DD):       51.435987
# Longitude (DD):      7.581097
# Catchment area (km²):      1988.0
# Altitude (m ASL):        105.83
# Next downstream station:      6335030
# Remarks:               
# Owner of original data: Germany - Federal Institute of Hydrology (BfG), please note that values not always have yearbook quality
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1950-10 - 2021-10
# No. of years:          72
# Last update:           2023-08-04
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 25935
# DATA
YYYY-MM-DD;hh:mm; Value
1950-10-30;--:--;     38.534
1950-10-31;--:--;     36.149
1950-11-01;--:--;     11.200
1950-11-02;--:--;     12.340
1950-11-03;--:--;     20.650
1950-11-04;--:--;     29.790
1950-11-05;--:--;     24.310
1950-11-06;--:--;     24.300
1950-11-07;--:--;     22.440
1950-11-08;--:--;     21.770
1950-11-09;--:--;     21.440
1950-11-10;--:--;     20.640
1950-11-11;--:--;     21.820
1950-11-12;--:--;     25.920
1950-11-13;--:--;     32.390
1950-11-14;--:--;     48.270
1950-11-15;--:--;     62.610
1950-11-16;--:--;     62.620
1950-11-17;--:--;     67.310
1950-11-18;--:--;     58.500
1950-11-19;--:--;     53.080
1950-11-20;--:--;     50.570
1950-11-21;--:--;     44.500
1950-11-22;--:--;     40.530
1950-11-23;--:--;     37.730
1950-11-24;--:--;     39.280
1950-11-25;--:--;     39.030
1950-11-26;--:--;     37.490
1950-11-27;--:--;     34.950
1950-11-28;--:--;     34.080
1950-11-29;--:--;     38.490
1950-11-30;--:--;     51.330
1950-12-01;--:--;     55.420
1950-12-02;--:--;     67.080
1950-12-03;--:--;     70.530
1950-12-04;--:--;     72.040
1950-12-05;--:--;     61.210
1950-12-06;--:--;     51.060
1950-12-07;--:--;     44.610
1950-12-08;--:--;     37.350
1950-12-09;--:--;     31.240
1950-12-10;--:--;     26.150
1950-12-11;--:--;     25.660
1950-12-12;--:--;     25.160
1950-12-13;--:--;     21.780
1950-12-14;--:--;     18.660
1950-12-15;--:--;     19.260
1950-12-16;--:--;     20.020
1950-12-17;--:--;     17.390
1950-12-18;--:--;     17.540
1950-12-19;--:--;     11.860
1950-12-20;--:--;     12.300
1950-12-21;--:--;     12.430
1950-12-22;--:--;      9.290
1950-12-23;--:--;     10.900
1950-12-24;--:--;     10.940
1950-12-25;--:--;     14.320
1950-12-26;--:--;     14.000
1950-12-27;--:--;     13.780
1950-12-28;--:--;      9.530
1950-12-29;--:--;      9.140
1950-12-30;--:--;      7.520
1950-12-31;--:--;     15.800
1951-01-01;--:--;     12.160
1951-01-02;--:--;     17.200
1951-01-03;--:--;     17.050
1951-01-04;--:--;      9.590
1951-01-05;--:--;     10.690
1951-01-06;--:--;     28.300
1951-01-07;--:--;     39.260
1951-01-08;--:--;     49.590
1951-01-09;--:--;     52.840
1951-01-10;--:--;     51.800
1951-01-11;--:--;     48.090
1951-01-12;--:--;     47.550
1951-01-13;--:--;     45.650
1951-01-14;--:--;     41.210
1951-01-15;--:--;     43.390
1951-01-16;--:--;     49.050
1951-01-17;--:--;     60.430
1951-01-18;--:--;    118.070
1951-01-19;--:--;    173.260
1951-01-20;--:--;    166.530
1951-01-21;--:--;    153.050
1951-01-22;--:--;    122.550
1951-01-23;--:--;     97.940
1951-01-24;--:--;     79.210
1951-01-25;--:--;     69.620
1951-01-26;--:--;     59.600
1951-01-27;--:--;     53.680
1951-01-28;--:--;     46.470
1951-01-29;--:--;     42.500
1951-01-30;--:--;     35.070
1951-01-31;--:--;     32.560
1951-02-01;--:--;     28.930
1951-02-02;--:--;     25.380
1951-02-03;--:--;     24.560
1951-02-04;--:--;     22.010
1951-02-05;--:--;     21.010
1951-02-06;--:--;     20.000
1951-02-07;--:--;     17.270
1951-02-08;--:--;     16.160
1951-02-09;--:--;     14.250
1951-02-10;--:--;     16.980
1951-02-11;--:--;     16.940
1951-02-12;--:--;     13.800
1951-02-13;--:--;     13.800
1951-02-14;--:--;     15.650
1951-02-15;--:--;     16.940
1951-02-16;--:--;     15.690
1951-02-17;--:--;     17.210
1951-02-18;--:--;     29.410
1951-02-19;--:--;     33.220
1951-02-20;--:--;     35.060
1951-02-21;--:--;     44.210
1951-02-22;--:--;     45.990
1951-02-23;--:--;     48.200
1951-02-24;--:--;     49.220
1951-02-25;--:--;     44.000
1951-02-26;--:--;     41.820
1951-02-27;--:--;     38.580
1951-02-28;--:--;     31.930
1951-03-01;--:--;     28.420
1951-03-02;--:--;     25.770
1951-03-03;--:--;     23.120
1951-03-04;--:--;     18.240
1951-03-05;--:--;     16.920
1951-03-06;--:--;     16.910
1951-03-07;--:--;     14.960
1951-03-08;--:--;     14.340
1951-03-09;--:--;     13.150
1951-03-10;--:--;     12.430
1951-03-11;--:--;      9.820
1951-03-12;--:--;     10.750
1951-03-13;--:--;     10.210
1951-03-14;--:--;      9.880
1951-03-15;--:--;     12.580
1951-03-16;--:--;     11.780
1951-03-17;--:--;     13.340
1951-03-18;--:--;     22.860
1951-03-19;--:--;     36.670
1951-03-20;--:--;     54.810
1951-03-21;--:--;     49.720
1951-03-22;--:--;     47.310
1951-03-23;--:--;     47.170
1951-03-24;--:--;     47.420
1951-03-25;--:--;     49.100
1951-03-26;--:--;     48.650
1951-03-27;--:--;     58.310
1951-03-28;--:--;     73.250
1951-03-29;--:--;     74.600
1951-03-30;--:--;     70.570
1951-03-31;--:--;     61.940
1951-04-01;--:--;     54.990
1951-04-02;--:--;     54.180
1951-04-03;--:--;     53.720
1951-04-04;--:--;     52.780
1951-04-05;--:--;     46.860
1951-04-06;--:--;     40.340
1951-04-07;--:--;     37.750
1951-04-08;--:--;     38.380
1951-04-09;--:--;     38.420
1951-04-10;--:--;     61.490
1951-04-11;--:--;     96.370
1951-04-12;--:--;     91.440
1951-04-13;--:--;     82.300
1951-04-14;--:--;     72.120
1951-04-15;--:--;     63.250
1951-04-16;--:--;     53.570
1951-04-17;--:--;     49.360
1951-04-18;--:--;     43.920
1951-04-19;--:--;     40.530
1951-04-20;--:--;     37.080
1951-04-21;--:--;     33.020
1951-04-22;--:--;     27.720
1951-04-23;--:--;     26.420
1951-04-24;--:--;     23.090
1951-04-25;--:--;     21.970
1951-04-26;--:--;     18.380
1951-04-27;--:--;     16.840
1951-04-28;--:--;     20.330
1951-04-29;--:--;     16.820
1951-04-30;--:--;     16.310
1951-05-01;--:--;     13.660
1951-05-02;--:--;     13.230
1951-05-03;--:--;     13.160
1951-05-04;--:--;     13.380
1951-05-05;--:--;     17.280
1951-05-06;--:--;     12.240
1951-05-07;--:--;     12.320
1951-05-08;--:--;     13.330
1951-05-09;--:--;     13.520
1951-05-10;--:--;     12.500
1951-05-11;--:--;     11.680
1951-05-12;--:--;     11.080
1951-05-13;--:--;      8.370
1951-05-14;--:--;      8.680
1951-05-15;--:--;     10.720
1951-05-16;--:--;     10.760
1951-05-17;--:--;     11.110
1951-05-18;--:--;     10.940
1951-05-19;--:--;      9.350
1951-05-20;--:--;      7.730
1951-05-21;--:--;      9.470
1951-05-22;--:--;     12.270
1951-05-23;--:--;     13.570
1951-05-24;--:--;     11.170
1951-05-25;--:--;     12.730
1951-05-26;--:--;     16.480
1951-05-27;--:--;     15.190
1951-05-28;--:--;     29.470
1951-05-29;--:--;     33.370
1951-05-30;--:--;     22.360
1951-05-31;--:--;     18.600
1951-06-01;--:--;     15.810
1951-06-02;--:--;     12.900
1951-06-03;--:--;     12.820
1951-06-04;--:--;     20.660
1951-06-05;--:--;     16.310
1951-06-06;--:--;     14.050
1951-06-07;--:--;     12.540
1951-06-08;--:--;     11.380
1951-06-09;--:--;     10.100
1951-06-10;--:--;      9.170
1951-06-11;--:--;     10.180
1951-06-12;--:--;     12.940
1951-06-13;--:--;     13.410
1951-06-14;--:--;     12.680
1951-06-15;--:--;     11.280
1951-06-16;--:--;     10.760
1951-06-17;--:--;      9.430
1951-06-18;--:--;      9.820
1951-06-19;--:--;     10.900
1951-06-20;--:--;     10.410
1951-06-21;--:--;      9.220
1951-06-22;--:--;      9.130
1951-06-23;--:--;      8.920
1951-06-24;--:--;      8.130
1951-06-25;--:--;      9.210
1951-06-26;--:--;     11.560
1951-06-27;--:--;     13.330
1951-06-28;--:--;     13.580
1951-06-29;--:--;     13.970
1951-06-30;--:--;     12.470
1951-07-01;--:--;      9.810
1951-07-02;--:--;      9.420
1951-07-03;--:--;      9.620
1951-07-04;--:--;     10.220
1951-07-05;--:--;      9.940
1951-07-06;--:--;     10.900
1951-07-07;--:--;      9.570
1951-07-08;--:--;      8.910
1951-07-09;--:--;      8.950
1951-07-10;--:--;     10.400
1951-07-11;--:--;     12.010
1951-07-12;--:--;     14.090
1951-07-13;--:--;     11.080
1951-07-14;--:--;     11.330
1951-07-15;--:--;     12.590
1951-07-16;--:--;     13.980
1951-07-17;--:--;     15.060
1951-07-18;--:--;     12.560
1951-07-19;--:--;     12.860
1951-07-20;--:--;     11.560
1951-07-21;--:--;     12.010
1951-07-22;--:--;     11.870
1951-07-23;--:--;     11.180
1951-07-24;--:--;     12.500
1951-07-25;--:--;     15.400
1951-07-26;--:--;     14.860
1951-07-27;--:--;     13.630
1951-07-28;--:--;     12.710
1951-07-29;--:--;     10.600
1951-07-30;--:--;     11.980
1951-07-31;--:--;     10.760
1951-08-01;--:--;     13.250
1951-08-02;--:--;     14.040
1951-08-03;--:--;     13.170
1951-08-04;--:--;     15.170
1951-08-05;--:--;     14.780
1951-08-06;--:--;     14.690
1951-08-07;--:--;     13.940
1951-08-08;--:--;     14.110
1951-08-09;--:--;     13.810
1951-08-10;--:--;     17.380
1951-08-11;--:--;     16.060
1951-08-12;--:--;     12.350
1951-08-13;--:--;     12.900
1951-08-14;--:--;     11.170
1951-08-15;--:--;     10.680
1951-08-16;--:--;     11.830
1951-08-17;--:--;     11.680
1951-08-18;--:--;      9.660
1951-08-19;--:--;     10.530
1951-08-20;--:--;     12.170
1951-08-21;--:--;     11.850
1951-08-22;--:--;     10.190
1951-08-23;--:--;     10.220
1951-08-24;--:--;      8.420
1951-08-25;--:--;      8.650
1951-08-26;--:--;     10.220
1951-08-27;--:--;     11.720
1951-08-28;--:--;     10.640
1951-08-29;--:--;     10.550
1951-08-30;--:--;     11.280
1951-08-31;--:--;     10.390
1951-09-01;--:--;     10.270
1951-09-02;--:--;     10.040
1951-09-03;--:--;     14.090
1951-09-04;--:--;     11.690
1951-09-05;--:--;     10.060
1951-09-06;--:--;      9.370
1951-09-07;--:--;      8.240
1951-09-08;--:--;     11.670
1951-09-09;--:--;      9.920
1951-09-10;--:--;      8.660
1951-09-11;--:--;     10.150
1951-09-12;--:--;      8.980
1951-09-13;--:--;      9.670
1951-09-14;--:--;      9.720
1951-09-15;--:--;     10.160
1951-09-16;--:--;      9.120
1951-09-17;--:--;      9.300
1951-09-18;--:--;      9.680
1951-09-19;--:--;     10.400
1951-09-20;--:--;     11.560
1951-09-21;--:--;     10.020
1951-09-22;--:--;      8.140
1951-09-23;--:--;      8.990
1951-09-24;--:--;     11.620
1951-09-25;--:--;     11.580
1951-09-26;--:--;     10.060
1951-09-27;--:--;      9.600
1951-09-28;--:--;      8.880
1951-09-29;--:--;      8.340
1951-09-30;--:--;      8.730
1951-10-01;--:--;      7.890
1951-10-02;--:--;      9.900
1951-10-03;--:--;     12.150
1951-10-04;--:--;     11.840
1951-10-05;--:--;     11.700
1951-10-06;--:--;     11.870
1951-10-07;--:--;     11.270
1951-10-08;--:--;     10.940
1951-10-09;--:--;     11.650
1951-10-10;--:--;     11.880
1951-10-11;--:--;     11.140
1951-10-12;--:--;     10.780
1951-10-13;--:--;     10.580
1951-10-14;--:--;      8.730
1951-10-15;--:--;      7.800
1951-10-16;--:--;      8.470
1951-10-17;--:--;      7.820
1951-10-18;--:--;      8.080
1951-10-19;--:--;      8.850
1951-10-20;--:--;     10.100
1951-10-21;--:--;     10.520
1951-10-22;--:--;      9.860
1951-10-23;--:--;     10.910
1951-10-24;--:--;      8.690
1951-10-25;--:--;      9.420
1951-10-26;--:--;      8.950
1951-10-27;--:--;      9.290
1951-10-28;--:--;      7.870
1951-10-29;--:--;      7.000
1951-10-30;--:--;      8.420
1951-10-31;--:--;      8.870
1951-11-01;--:--;      9.260
1951-11-02;--:--;      8.470
1951-11-03;--:--;      7.490
1951-11-04;--:--;      7.740
1951-11-05;--:--;      7.130
1951-11-06;--:--;      8.830
1951-11-07;--:--;      7.350
1951-11-08;--:--;      7.660
1951-11-09;--:--;      6.240
1951-11-10;--:--;      4.960
1951-11-11;--:--;      4.030
1951-11-12;--:--;      4.360
1951-11-13;--:--;     13.040
1951-11-14;--:--;     14.180
1951-11-15;--:--;     13.140
1951-11-16;--:--;     10.700
1951-11-17;--:--;     11.140
1951-11-18;--:--;      7.430
1951-11-19;--:--;      7.090
1951-11-20;--:--;      7.300
1951-11-21;--:--;      8.310
1951-11-22;--:--;     10.400
1951-11-23;--:--;      9.850
1951-11-24;--:--;      8.360
1951-11-25;--:--;     18.800
1951-11-26;--:--;     34.950
1951-11-27;--:--;     32.510
1951-11-28;--:--;     27.450
1951-11-29;--:--;     28.400
1951-11-30;--:--;     33.110
1951-12-01;--:--;     43.490
1951-12-02;--:--;     41.590
1951-12-03;--:--;     35.290
1951-12-04;--:--;     32.200
1951-12-05;--:--;     25.380
1951-12-06;--:--;     21.840
1951-12-07;--:--;     20.010
1951-12-08;--:--;     18.840
1951-12-09;--:--;     16.590
1951-12-10;--:--;     20.370
1951-12-11;--:--;     23.920
1951-12-12;--:--;     18.670
1951-12-13;--:--;     16.620
1951-12-14;--:--;     16.870
1951-12-15;--:--;     13.830
1951-12-16;--:--;     15.300
1951-12-17;--:--;     26.660
1951-12-18;--:--;     24.730
1951-12-19;--:--;     26.410
1951-12-20;--:--;     23.770
1951-12-21;--:--;     19.790
1951-12-22;--:--;     18.420
1951-12-23;--:--;     15.250
1951-12-24;--:--;     13.810
1951-12-25;--:--;     13.980
1951-12-26;--:--;     20.440
1951-12-27;--:--;     26.120
1951-12-28;--:--;     23.890
1951-12-29;--:--;     23.350
1951-12-30;--:--;     20.760
1951-12-31;--:--;     20.200
1952-01-01;--:--;     17.680
1952-01-02;--:--;     22.480
1952-01-03;--:--;     72.400
1952-01-04;--:--;     70.020
1952-01-05;--:--;     62.940
1952-01-06;--:--;     49.690
1952-01-07;--:--;     41.590
1952-01-08;--:--;     36.890
1952-01-09;--:--;     37.240
1952-01-10;--:--;     43.520
1952-01-11;--:--;     93.420
1952-01-12;--:--;    123.130
1952-01-13;--:--;     98.260
1952-01-14;--:--;     77.100
1952-01-15;--:--;     64.090
1952-01-16;--:--;     56.560
1952-01-17;--:--;     52.360
1952-01-18;--:--;     54.230
1952-01-19;--:--;     51.980
1952-01-20;--:--;     43.970
1952-01-21;--:--;     42.440
1952-01-22;--:--;     35.720
1952-01-23;--:--;     34.140
1952-01-24;--:--;     29.600
1952-01-25;--:--;     26.110
1952-01-26;--:--;     23.880
1952-01-27;--:--;     20.720
1952-01-28;--:--;     18.380
1952-01-29;--:--;     18.110
1952-01-30;--:--;     15.760
1952-01-31;--:--;     17.000
1952-02-01;--:--;     20.950
1952-02-02;--:--;     18.260
1952-02-03;--:--;     16.280
1952-02-04;--:--;     15.810
1952-02-05;--:--;     14.090
1952-02-06;--:--;     13.640
1952-02-07;--:--;     18.270
1952-02-08;--:--;     35.630
1952-02-09;--:--;     33.650
1952-02-10;--:--;     27.630
1952-02-11;--:--;     51.160
1952-02-12;--:--;     45.800
1952-02-13;--:--;     35.330
1952-02-14;--:--;     30.120
1952-02-15;--:--;     27.380
1952-02-16;--:--;     21.150
1952-02-17;--:--;     19.690
1952-02-18;--:--;     17.640
1952-02-19;--:--;     17.840
1952-02-20;--:--;     19.950
1952-02-21;--:--;     27.760
1952-02-22;--:--;     39.130
1952-02-23;--:--;     47.340
1952-02-24;--:--;     45.430
1952-02-25;--:--;     43.750
1952-02-26;--:--;     50.800
1952-02-27;--:--;     53.730
1952-02-28;--:--;     51.350
1952-02-29;--:--;     46.350
1952-03-01;--:--;     44.750
1952-03-02;--:--;     41.070
1952-03-03;--:--;     47.510
1952-03-04;--:--;     69.920
1952-03-05;--:--;     84.050
1952-03-06;--:--;     96.110
1952-03-07;--:--;     89.910
1952-03-08;--:--;     76.010
1952-03-09;--:--;     59.430
1952-03-10;--:--;     51.980
1952-03-11;--:--;     46.730
1952-03-12;--:--;     44.480
1952-03-13;--:--;     40.610
1952-03-14;--:--;     37.070
1952-03-15;--:--;     32.190
1952-03-16;--:--;     27.990
1952-03-17;--:--;     24.420
1952-03-18;--:--;     26.430
1952-03-19;--:--;     25.510
1952-03-20;--:--;     26.850
1952-03-21;--:--;     33.300
1952-03-22;--:--;     40.820
1952-03-23;--:--;     48.670
1952-03-24;--:--;     49.430
1952-03-25;--:--;     57.250
1952-03-26;--:--;     67.100
1952-03-27;--:--;     68.680
1952-03-28;--:--;     61.270
1952-03-29;--:--;     53.420
1952-03-30;--:--;     49.110
1952-03-31;--:--;     59.990
1952-04-01;--:--;     56.370
1952-04-02;--:--;     56.760
1952-04-03;--:--;     53.580
1952-04-04;--:--;     50.530
1952-04-05;--:--;     45.740
1952-04-06;--:--;     43.350
1952-04-07;--:--;     43.840
1952-04-08;--:--;     39.280
1952-04-09;--:--;     37.430
1952-04-10;--:--;     37.390
1952-04-11;--:--;     31.330
1952-04-12;--:--;     26.920
1952-04-13;--:--;     26.210
1952-04-14;--:--;     23.120
1952-04-15;--:--;     23.250
1952-04-16;--:--;     19.270
1952-04-17;--:--;     16.530
1952-04-18;--:--;     16.030
1952-04-19;--:--;     13.170
1952-04-20;--:--;     12.080
1952-04-21;--:--;     12.340
1952-04-22;--:--;     13.020
1952-04-23;--:--;     11.990
1952-04-24;--:--;     11.090
1952-04-25;--:--;     10.150
1952-04-26;--:--;      9.690
1952-04-27;--:--;      9.860
1952-04-28;--:--;      9.440
1952-04-29;--:--;     11.180
1952-04-30;--:--;      9.570
1952-05-01;--:--;      7.530
1952-05-02;--:--;      8.750
1952-05-03;--:--;      9.280
1952-05-04;--:--;      7.280
1952-05-05;--:--;      9.580
1952-05-06;--:--;     10.220
1952-05-07;--:--;      8.030
1952-05-08;--:--;      7.240
1952-05-09;--:--;      6.660
1952-05-10;--:--;      6.930
1952-05-11;--:--;      5.760
1952-05-12;--:--;      7.390
1952-05-13;--:--;      6.890
1952-05-14;--:--;      6.830
1952-05-15;--:--;      6.110
1952-05-16;--:--;      7.870
1952-05-17;--:--;      3.340
1952-05-18;--:--;      3.730
1952-05-19;--:--;      3.780
1952-05-20;--:--;      5.110
1952-05-21;--:--;      3.780
1952-05-22;--:--;      5.240
1952-05-23;--:--;      7.040
1952-05-24;--:--;      5.040
1952-05-25;--:--;      5.060
1952-05-26;--:--;      7.790
1952-05-27;--:--;      6.750
1952-05-28;--:--;      6.920
1952-05-29;--:--;      5.810
1952-05-30;--:--;      6.660
1952-05-31;--:--;      6.540
1952-06-01;--:--;      9.680
1952-06-02;--:--;      8.310
1952-06-03;--:--;      9.640
1952-06-04;--:--;      7.090
1952-06-05;--:--;      6.680
1952-06-06;--:--;      6.730
1952-06-07;--:--;      7.680
1952-06-08;--:--;      7.780
1952-06-09;--:--;      7.320
1952-06-10;--:--;      6.660
1952-06-11;--:--;      5.800
1952-06-12;--:--;      6.320
1952-06-13;--:--;      5.430
1952-06-14;--:--;      5.990
1952-06-15;--:--;      6.700
1952-06-16;--:--;      6.970
1952-06-17;--:--;      7.140
1952-06-18;--:--;      7.270
1952-06-19;--:--;     12.260
1952-06-20;--:--;      7.880
1952-06-21;--:--;      5.850
1952-06-22;--:--;      5.510
1952-06-23;--:--;      5.990
1952-06-24;--:--;      7.870
1952-06-25;--:--;      6.900
1952-06-26;--:--;      6.480
1952-06-27;--:--;      6.750
1952-06-28;--:--;      6.100
1952-06-29;--:--;      4.480
1952-06-30;--:--;      3.950
1952-07-01;--:--;      7.400
1952-07-02;--:--;      8.530
1952-07-03;--:--;     11.070
1952-07-04;--:--;      9.840
1952-07-05;--:--;      9.800
1952-07-06;--:--;      9.020
1952-07-07;--:--;     10.080
1952-07-08;--:--;     10.950
1952-07-09;--:--;     13.300
1952-07-10;--:--;      9.230
1952-07-11;--:--;      7.780
1952-07-12;--:--;      8.730
1952-07-13;--:--;     10.050
1952-07-14;--:--;      8.240
1952-07-15;--:--;      9.350
1952-07-16;--:--;      9.950
1952-07-17;--:--;      9.590
1952-07-18;--:--;     10.230
1952-07-19;--:--;      9.970
1952-07-20;--:--;      8.030
1952-07-21;--:--;      7.400
1952-07-22;--:--;      6.550
1952-07-23;--:--;      8.700
1952-07-24;--:--;      8.620
1952-07-25;--:--;      9.660
1952-07-26;--:--;      9.380
1952-07-27;--:--;      8.460
1952-07-28;--:--;      8.690
1952-07-29;--:--;      8.200
1952-07-30;--:--;      8.710
1952-07-31;--:--;      7.660
1952-08-01;--:--;      7.730
1952-08-02;--:--;      8.730
1952-08-03;--:--;      8.500
1952-08-04;--:--;      8.100
1952-08-05;--:--;      8.530
1952-08-06;--:--;      8.900
1952-08-07;--:--;      9.470
1952-08-08;--:--;      8.900
1952-08-09;--:--;      8.880
1952-08-10;--:--;      8.530
1952-08-11;--:--;      8.180
1952-08-12;--:--;      7.370
1952-08-13;--:--;      8.040
1952-08-14;--:--;      9.260
1952-08-15;--:--;      9.330
1952-08-16;--:--;      9.050
1952-08-17;--:--;      9.510
1952-08-18;--:--;     11.000
1952-08-19;--:--;     12.290
1952-08-20;--:--;     11.860
1952-08-21;--:--;     13.840
1952-08-22;--:--;     11.630
1952-08-23;--:--;     10.130
1952-08-24;--:--;      6.150
1952-08-25;--:--;      5.880
1952-08-26;--:--;      9.010
1952-08-27;--:--;     10.100
1952-08-28;--:--;     10.800
1952-08-29;--:--;      9.980
1952-08-30;--:--;      9.440
1952-08-31;--:--;     11.220
1952-09-01;--:--;     11.230
1952-09-02;--:--;     10.720
1952-09-03;--:--;      9.610
1952-09-04;--:--;     11.440
1952-09-05;--:--;     12.060
1952-09-06;--:--;     10.700
1952-09-07;--:--;      9.600
1952-09-08;--:--;      9.820
1952-09-09;--:--;      9.490
1952-09-10;--:--;      9.650
1952-09-11;--:--;      9.190
1952-09-12;--:--;      9.090
1952-09-13;--:--;      8.010
1952-09-14;--:--;      8.500
1952-09-15;--:--;      8.380
1952-09-16;--:--;      9.230
1952-09-17;--:--;      8.360
1952-09-18;--:--;      8.360
1952-09-19;--:--;      9.460
1952-09-20;--:--;      8.880
1952-09-21;--:--;      9.120
1952-09-22;--:--;      8.970
1952-09-23;--:--;      8.870
1952-09-24;--:--;      9.020
1952-09-25;--:--;      8.690
1952-09-26;--:--;     10.040
1952-09-27;--:--;      9.970
1952-09-28;--:--;     12.940
1952-09-29;--:--;     17.750
1952-09-30;--:--;     14.000
1952-10-01;--:--;     12.990
1952-10-02;--:--;     11.500
1952-10-03;--:--;     10.400
1952-10-04;--:--;     10.410
1952-10-05;--:--;     10.500
1952-10-06;--:--;     10.840
1952-10-07;--:--;     10.450
1952-10-08;--:--;     11.610
1952-10-09;--:--;     12.770
1952-10-10;--:--;     11.730
1952-10-11;--:--;     12.230
1952-10-12;--:--;     12.190
1952-10-13;--:--;     12.700
1952-10-14;--:--;     14.200
1952-10-15;--:--;     20.670
1952-10-16;--:--;     33.570
1952-10-17;--:--;     36.570
1952-10-18;--:--;     28.980
1952-10-19;--:--;     28.590
1952-10-20;--:--;     25.030
1952-10-21;--:--;     22.530
1952-10-22;--:--;     25.590
1952-10-23;--:--;     22.330
1952-10-24;--:--;     21.750
1952-10-25;--:--;     19.480
1952-10-26;--:--;     19.190
1952-10-27;--:--;     22.170
1952-10-28;--:--;     20.730
1952-10-29;--:--;     20.380
1952-10-30;--:--;     19.590
1952-10-31;--:--;     23.380
1952-11-01;--:--;     25.250
1952-11-02;--:--;     23.330
1952-11-03;--:--;     46.990
1952-11-04;--:--;     50.660
1952-11-05;--:--;     50.450
1952-11-06;--:--;     47.330
1952-11-07;--:--;     93.880
1952-11-08;--:--;    153.220
1952-11-09;--:--;    134.490
1952-11-10;--:--;    112.370
1952-11-11;--:--;    115.550
1952-11-12;--:--;    116.440
1952-11-13;--:--;     98.380
1952-11-14;--:--;     79.590
1952-11-15;--:--;     63.400
1952-11-16;--:--;     51.910
1952-11-17;--:--;     43.960
1952-11-18;--:--;     37.940
1952-11-19;--:--;     31.090
1952-11-20;--:--;     30.710
1952-11-21;--:--;     28.050
1952-11-22;--:--;     25.850
1952-11-23;--:--;     25.900
1952-11-24;--:--;     25.100
1952-11-25;--:--;     22.820
1952-11-26;--:--;     20.530
1952-11-27;--:--;     21.420
1952-11-28;--:--;     34.750
1952-11-29;--:--;     45.420
1952-11-30;--:--;     46.560
1952-12-01;--:--;     43.770
1952-12-02;--:--;     36.780
1952-12-03;--:--;     31.020
1952-12-04;--:--;     28.500
1952-12-05;--:--;     23.030
1952-12-06;--:--;     19.390
1952-12-07;--:--;     18.590
1952-12-08;--:--;     17.600
1952-12-09;--:--;     15.350
1952-12-10;--:--;     12.970
1952-12-11;--:--;     12.860
1952-12-12;--:--;     14.220
1952-12-13;--:--;     15.460
1952-12-14;--:--;     19.230
1952-12-15;--:--;     18.180
1952-12-16;--:--;     13.320
1952-12-17;--:--;     16.300
1952-12-18;--:--;     18.070
1952-12-19;--:--;     15.590
1952-12-20;--:--;     16.870
1952-12-21;--:--;     54.720
1952-12-22;--:--;     71.170
1952-12-23;--:--;     70.400
1952-12-24;--:--;     67.070
1952-12-25;--:--;     84.780
1952-12-26;--:--;     97.160
1952-12-27;--:--;     84.470
1952-12-28;--:--;     68.860
1952-12-29;--:--;     58.980
1952-12-30;--:--;     49.980
1952-12-31;--:--;     42.060
1953-01-01;--:--;     35.860
1953-01-02;--:--;     33.940
1953-01-03;--:--;     29.250
1953-01-04;--:--;     24.020
1953-01-05;--:--;     22.500
1953-01-06;--:--;     20.260
1953-01-07;--:--;     19.030
1953-01-08;--:--;     16.870
1953-01-09;--:--;     15.530
1953-01-10;--:--;     14.190
1953-01-11;--:--;     12.060
1953-01-12;--:--;     12.440
1953-01-13;--:--;     11.200
1953-01-14;--:--;     10.030
1953-01-15;--:--;      8.920
1953-01-16;--:--;      8.790
1953-01-17;--:--;     12.790
1953-01-18;--:--;     10.100
1953-01-19;--:--;     14.480
1953-01-20;--:--;     16.150
1953-01-21;--:--;     13.610
1953-01-22;--:--;     11.750
1953-01-23;--:--;     15.120
1953-01-24;--:--;     14.350
1953-01-25;--:--;     15.400
1953-01-26;--:--;     17.220
1953-01-27;--:--;      9.480
1953-01-28;--:--;     23.980
1953-01-29;--:--;     49.220
1953-01-30;--:--;     61.260
1953-01-31;--:--;     71.550
1953-02-01;--:--;     86.030
1953-02-02;--:--;     79.990
1953-02-03;--:--;     64.030
1953-02-04;--:--;     54.380
1953-02-05;--:--;     53.160
1953-02-06;--:--;     47.880
1953-02-07;--:--;     42.770
1953-02-08;--:--;     36.350
1953-02-09;--:--;     37.680
1953-02-10;--:--;     41.510
1953-02-11;--:--;     50.250
1953-02-12;--:--;     49.380
1953-02-13;--:--;     41.280
1953-02-14;--:--;     37.020
1953-02-15;--:--;     29.870
1953-02-16;--:--;     29.240
1953-02-17;--:--;     24.670
1953-02-18;--:--;     33.330
1953-02-19;--:--;     51.780
1953-02-20;--:--;     62.590
1953-02-21;--:--;     81.880
